ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	LOAN	RID	SOURCE
103	57_five	five	Duhumbi	Duh.	kʰa	kʰa	kʰ a	chug1252	493	27.416112	92.212034	831	FALSE	2354	LandB2017
104	57_five	five	Khoina	Khn.	kʰu	kʰu	kʰ u	khoi1253	493	27.334981	92.52994	831	FALSE	2355	LandB2017
105	57_five	five	Jerigaon	Jer.	kʰu	kʰu	kʰ u	jeri1243	493	27.340629	92.486595	831	FALSE	2356	LandB2017
106	57_five	five	Khoitam	Kht.	kʰu	kʰu	kʰ u	khoi1252	493	27.327487	92.439455	831	FALSE	2357	LandB2017
107	57_five	five	Rahung	Rah.	kʰu	kʰu	kʰ u	rahu1234	493	27.310778	92.395028	831	FALSE	2358	LandB2017
108	57_five	five	Rupa	Rup.	kʰu	kʰu	kʰ u	rupa1234	493	27.203065	92.398757	831	FALSE	2359	LandB2017
109	57_five	five	Shergaon	She.	kʰu	kʰu	kʰ u	sher1261	493	27.105018	92.272133	831	FALSE	2360	LandB2017
110	57_five	five	BhutanTshangla	Tshangla	ŋa	ŋa	ŋ a	tsha1245	493	27.337241	91.551654	10357	FALSE	2361	LandB2017
348	67_four	four	BuluPuroik	BP	vii	vii	v iː	bulu1255	1500	27.452241	92.44563	263	FALSE	2680	Lieberherr2017
349	67_four	four	DikhyangBugun	Bugun S-D	vi	vi	v i	dikh1234	1500	27.320666	92.455119	263	FALSE	2681	LandB2017
350	67_four	four	Khispi	Khs.	pɕi	pɕi	pɕ i	lish1235	1500	27.378042	92.223221	263	FALSE	2682	LandB2017
351	67_four	four	Duhumbi	Duh.	pɕi	pɕi	pɕ i	chug1252	1500	27.416112	92.212034	263	FALSE	2683	LandB2017
352	67_four	four	Khoina	Khn.	pʂi	pʂi	pʂ i	khoi1253	1500	27.334981	92.52994	263	FALSE	2684	LandB2017
353	67_four	four	Jerigaon	Jer.	psi	psi	ps i	jeri1243	1500	27.340629	92.486595	263	FALSE	2685	LandB2017
354	67_four	four	Khoitam	Kht.	psi	psi	ps i	khoi1252	1500	27.327487	92.439455	263	FALSE	2686	LandB2017
355	67_four	four	Rahung	Rah.	psi	psi	ps i	rahu1234	1500	27.310778	92.395028	263	FALSE	2687	LandB2017
356	67_four	four	Rupa	Rup.	bsi	bsi	b s i	rupa1234	1500	27.203065	92.398757	263	FALSE	2688	LandB2017
357	67_four	four	Shergaon	She.	psi	psi	ps i	sher1261	1500	27.105018	92.272133	263	FALSE	2689	LandB2017
358	67_four	four	BhutanTshangla	Tshangla	pɕi	pɕi	pɕ i	tsha1245	1500	27.337241	91.551654	263	FALSE	2690	LandB2017
337	73_full	full	BuluPuroik	BP	ljɛɛ	ljɛɛ	l j ɛː	bulu1255	1429	27.452241	92.44563	832	FALSE	2943	Lieberherr2017
338	73_full	full	DikhyangBugun	Bugun S-D	ə.li.je	ə.li.je	ə + l i + j e	dikh1234	1429	27.320666	92.455119	832	FALSE	2944	LandB2017
339	73_full	full	Khispi	Khs.	pɕiŋ.ba	pɕiŋ.ba	pɕ i ŋ + b a	lish1235	1429	27.378042	92.223221	149	FALSE	2945	LandB2017
340	73_full	full	Duhumbi	Duh.	pɕiŋ.ba	pɕiŋ.ba	pɕ i ŋ + b a	chug1252	1429	27.416112	92.212034	149	FALSE	2946	LandB2017
341	73_full	full	Khoina	Khn.	a.pʰiŋ	a.pʰiŋ	a + pʰ i ŋ	khoi1253	1429	27.334981	92.52994	149	FALSE	2947	LandB2017
342	73_full	full	Jerigaon	Jer.	a.pʰiŋ	a.pʰiŋ	a + pʰ i ŋ	jeri1243	1429	27.340629	92.486595	149	FALSE	2948	LandB2017
343	73_full	full	Khoitam	Kht.	a.pʰiŋ	a.pʰiŋ	a + pʰ i ŋ	khoi1252	1429	27.327487	92.439455	149	FALSE	2949	LandB2017
344	73_full	full	Rahung	Rah.	a.pʰiŋ	a.pʰiŋ	a + pʰ i ŋ	rahu1234	1429	27.310778	92.395028	149	FALSE	2950	LandB2017
345	73_full	full	Rupa	Rup.	pʰiŋ.ba	pʰiŋ.ba	pʰ i ŋ + b a	rupa1234	1429	27.203065	92.398757	149	FALSE	2951	LandB2017
346	73_full	full	Shergaon	She.	pʰiŋ	pʰiŋ	pʰ i ŋ	sher1261	1429	27.105018	92.272133	149	FALSE	2952	LandB2017
347	73_full	full	BhutanTshangla	Tshangla	pʰuŋ+ma	pʰuŋ+ma	pʰ u ŋ + m a	tsha1245	1429	27.337241	91.551654	149	FALSE	2953	LandB2017
1345	76_good	good	BuluPuroik	BP	a.mjɛɛ	a.mjɛɛ	a + m j ɛː	bulu1255	1035	27.452241	92.44563	10365	FALSE	3094	Lieberherr2017
1346	76_good	good	DikhyangBugun	Bugun S-D	ə.vʲə	ə.vʲə	ə + v j ə	dikh1234	1035	27.320666	92.455119	833	FALSE	3095	LandB2017
1347	76_good	good	Khispi	Khs.	nak.pa	nak.pa	n a k + p a	lish1235	1035	27.378042	92.223221	3947	TRUE	3096	LandB2017
1348	76_good	good	Duhumbi	Duh.	ɔ.dʑɔp	ɔ.dʑɔp	ɔ + dʑ ɔ p	chug1252	1035	27.416112	92.212034	834	FALSE	3097	LandB2017
1349	76_good	good	Khoina	Khn.	a.ɖʐɑˀ	a.ɖʐɑˀ	a + ɖʐ ɑˀ	khoi1253	1035	27.334981	92.52994	834	FALSE	3098	LandB2017
1350	76_good	good	Jerigaon	Jer.	a.dʑɛˀ	a.dʑɛˀ	a + dʑ ɛˀ	jeri1243	1035	27.340629	92.486595	834	FALSE	3099	LandB2017
1351	76_good	good	Khoitam	Kht.	a.dʑap	a.dʑap	a + dʑ a p	khoi1252	1035	27.327487	92.439455	834	FALSE	3100	LandB2017
1352	76_good	good	Rahung	Rah.	a.dʑap	a.dʑap	a + dʑ a p	rahu1234	1035	27.310778	92.395028	834	FALSE	3101	LandB2017
1353	76_good	good	Rupa	Rup.	a.ɟap	a.ɟap	a + ɟ a p	rupa1234	1035	27.203065	92.398757	834	FALSE	3102	LandB2017
1354	76_good	good	Shergaon	She.	a.dʑap	a.dʑap	a + dʑ a p	sher1261	1035	27.105018	92.272133	834	FALSE	3103	LandB2017
1355	76_good	good	BhutanTshangla	Tshangla	lɛk+pu	lɛk+pu	l ɛ k + p u	tsha1245	1035	27.337241	91.551654	1004	FALSE	3104	LandB2017
1645	78_green	green	BuluPuroik	BP	a.rjɛɛ	a.rjɛɛ	a + r j ɛː	bulu1255	1425	27.452241	92.44563	839	FALSE	3155	Lieberherr2017
1646	78_green	green	DikhyangBugun	Bugun S-D	ə.rɛ	ə.rɛ	ə + r ɛ	dikh1234	1425	27.320666	92.455119	839	FALSE	3156	LandB2017
1647	78_green	green	Khispi	Khs.	dʑaŋ.ku	dʑaŋ.ku	dʑ a ŋ + k u	lish1235	1425	27.378042	92.223221	564	TRUE	3157	LandB2017
1648	78_green	green	Duhumbi	Duh.	jaŋ	jaŋ	j a ŋ	chug1252	1425	27.416112	92.212034	837	TRUE	3158	LandB2017
1649	78_green	green	Khoina	Khn.	ɔ.xɑ̃	ɔ.xɑ̃	ɔ + x ɑ̃	khoi1253	1425	27.334981	92.52994	841	FALSE	3159	LandB2017
1650	78_green	green	Jerigaon	Jer.	a.hã	a.hã	a + h ã	jeri1243	1425	27.340629	92.486595	841	FALSE	3160	LandB2017
1651	78_green	green	Khoitam	Kht.	ɔ.hɔ̃	ɔ.hɔ̃	ɔ + h ɔ̃	khoi1252	1425	27.327487	92.439455	841	FALSE	3161	LandB2017
1652	78_green	green	Rahung	Rah.	ɔ.hɔ̃	ɔ.hɔ̃	ɔ + h ɔ̃	rahu1234	1425	27.310778	92.395028	841	FALSE	3162	LandB2017
1653	78_green	green	Rupa	Rup.	ɔ.hɔ̃	ɔ.hɔ̃	ɔ + h ɔ̃	rupa1234	1425	27.203065	92.398757	841	FALSE	3163	LandB2017
1654	78_green	green	Shergaon	She.	ɔ.hɔ̃	ɔ.hɔ̃	ɔ + h ɔ̃	sher1261	1425	27.105018	92.272133	841	FALSE	3164	LandB2017
1655	78_green	green	BhutanTshangla	Tshangla	jɛŋ+lu	jɛŋ+lu	j ɛ ŋ + l u	tsha1245	1425	27.337241	91.551654	837	FALSE	3165	LandB2017
1799	82_hard	hard	BuluPuroik	BP	a.ʃɔ̃ɔ̃	a.ʃɔ̃ɔ̃	a + ʃ ɔ̃ː	bulu1255	1884	27.452241	92.44563	844	FALSE	3345	Lieberherr2017
1800	82_hard	hard	DikhyangBugun	Bugun S-D	ə.kɔŋ	ə.kɔŋ	ə + k ɔ ŋ	dikh1234	1884	27.320666	92.455119	10568	FALSE	3346	LandB2017
1801	82_hard	hard	Khispi	Khs.	kak.tal	kak.tal	k a k + t a l	lish1235	1884	27.378042	92.223221	572	TRUE	3347	LandB2017
1802	82_hard	hard	Duhumbi	Duh.	kak.tar	kak.tar	k a k + t a r	chug1252	1884	27.416112	92.212034	872	TRUE	3348	LandB2017
1803	82_hard	hard	Khoina	Khn.	a.xaŋ	a.xaŋ	a + x a ŋ	khoi1253	1884	27.334981	92.52994	10568	FALSE	3349	LandB2017
1804	82_hard	hard	Jerigaon	Jer.	a.tɕu	a.tɕu	a + tɕ u	jeri1243	1884	27.340629	92.486595	3075	FALSE	3350	LandB2017
1805	82_hard	hard	Khoitam	Kht.	a.tɕu	a.tɕu	a + tɕ u	khoi1252	1884	27.327487	92.439455	3075	FALSE	3351	LandB2017
1806	82_hard	hard	Rahung	Rah.	a.tɕu	a.tɕu	a + tɕ u	rahu1234	1884	27.310778	92.395028	3075	FALSE	3352	LandB2017
1807	82_hard	hard	Rupa	Rup.	a.tsu	a.tsu	a + ts u	rupa1234	1884	27.203065	92.398757	3075	FALSE	3353	LandB2017
1808	82_hard	hard	Shergaon	She.	a.tɕu	a.tɕu	a + tɕ u	sher1261	1884	27.105018	92.272133	3075	FALSE	3354	LandB2017
1809	82_hard	hard	BhutanTshangla	Tshangla	kak+tar	kak+tar	k a k + t a r	tsha1245	1884	27.337241	91.551654	572	FALSE	3355	LandB2017
990	83_heorshethirdpersonsingular	he or she [third person singular]	BuluPuroik	BP	vɛɛ	vɛɛ	v ɛː	bulu1255	262	27.452241	92.44563	846	FALSE	3396	Lieberherr2017
991	83_heorshethirdpersonsingular	he or she [third person singular]	DikhyangBugun	Bugun S-D	oɛ	oɛ	oɛ	dikh1234	262	27.320666	92.455119	846	FALSE	3397	LandB2017
992	83_heorshethirdpersonsingular	he or she [third person singular]	Khispi	Khs.	wuj	wuj	w u j	lish1235	262	27.378042	92.223221	846	FALSE	3398	LandB2017
993	83_heorshethirdpersonsingular	he or she [third person singular]	Duhumbi	Duh.	wɔj	wɔj	w ɔ j	chug1252	262	27.416112	92.212034	846	FALSE	3399	LandB2017
994	83_heorshethirdpersonsingular	he or she [third person singular]	Khoina	Khn.	wa	wa	w a	khoi1253	262	27.334981	92.52994	846	FALSE	3400	LandB2017
995	83_heorshethirdpersonsingular	he or she [third person singular]	Jerigaon	Jer.	wa	wa	w a	jeri1243	262	27.340629	92.486595	846	FALSE	3401	LandB2017
996	83_heorshethirdpersonsingular	he or she [third person singular]	Khoitam	Kht.	wɛ	wɛ	w ɛ	khoi1252	262	27.327487	92.439455	846	FALSE	3402	LandB2017
997	83_heorshethirdpersonsingular	he or she [third person singular]	Rahung	Rah.	ɛ	ɛ	ɛ	rahu1234	262	27.310778	92.395028	846	FALSE	3403	LandB2017
998	83_heorshethirdpersonsingular	he or she [third person singular]	Rupa	Rup.	wa	wa	w a	rupa1234	262	27.203065	92.398757	846	FALSE	3404	LandB2017
999	83_heorshethirdpersonsingular	he or she [third person singular]	Shergaon	She.	wa	wa	w a	sher1261	262	27.105018	92.272133	846	FALSE	3405	LandB2017
1000	83_heorshethirdpersonsingular	he or she [third person singular]	BhutanTshangla	Tshangla	rɔk	rɔk	r ɔ k	tsha1245	262	27.337241	91.551654	2492	FALSE	3406	LandB2017
1400	87_heavy	heavy	BuluPuroik	BP	a.lɨɨ	a.lɨɨ	a + l ɨː	bulu1255	1210	27.452241	92.44563	10379	FALSE	3596	Lieberherr2017
1401	87_heavy	heavy	DikhyangBugun	Bugun S-D	ə.laj	ə.laj	ə + l a j	dikh1234	1210	27.320666	92.455119	10379	FALSE	3597	LandB2017
1402	87_heavy	heavy	Khispi	Khs.	u.li	u.li	u + l i	lish1235	1210	27.378042	92.223221	10379	FALSE	3598	LandB2017
1403	87_heavy	heavy	Duhumbi	Duh.	u.li	u.li	u + l i	chug1252	1210	27.416112	92.212034	10379	FALSE	3599	LandB2017
1404	87_heavy	heavy	Khoina	Khn.	a.li	a.li	a + l i	khoi1253	1210	27.334981	92.52994	10379	FALSE	3600	LandB2017
1405	87_heavy	heavy	Jerigaon	Jer.	a.li	a.li	a + l i	jeri1243	1210	27.340629	92.486595	10379	FALSE	3601	LandB2017
1406	87_heavy	heavy	Khoitam	Kht.	a.li	a.li	a + l i	khoi1252	1210	27.327487	92.439455	10379	FALSE	3602	LandB2017
1407	87_heavy	heavy	Rahung	Rah.	a.li	a.li	a + l i	rahu1234	1210	27.310778	92.395028	10379	FALSE	3603	LandB2017
1408	87_heavy	heavy	Rupa	Rup.	a.li	a.li	a + l i	rupa1234	1210	27.203065	92.398757	10379	FALSE	3604	LandB2017
1409	87_heavy	heavy	Shergaon	She.	a.li	a.li	a + l i	sher1261	1210	27.105018	92.272133	10379	FALSE	3605	LandB2017
1410	87_heavy	heavy	BhutanTshangla	Tshangla	ʨit+pu	ʨit+pu	tɕ i t + p u	tsha1245	1210	27.337241	91.551654	10379	FALSE	3606	LandB2017
2204	88_here	here	BuluPuroik	BP	hɨN	hɨn	h ɨ n	bulu1255	136	27.452241	92.44563	849	FALSE	3645	Lieberherr2017
2205	88_here	here	DikhyangBugun	Bugun S-D	e.tɕʰə̃	e.tɕʰə̃	e + tɕʰ ə̃	dikh1234	136	27.320666	92.455119	851	FALSE	3646	LandB2017
2206	88_here	here	Khispi	Khs.	ɔ.tɕʰɔ	ɔ.tɕʰɔ	ɔ + tɕʰ ɔ	lish1235	136	27.378042	92.223221	851	FALSE	3647	LandB2017
2207	88_here	here	Duhumbi	Duh.	ɔ.tɕʰɔ	ɔ.tɕʰɔ	ɔ + tɕʰ ɔ	chug1252	136	27.416112	92.212034	851	FALSE	3648	LandB2017
2208	88_here	here	Khoina	Khn.	tʰa	tʰa	tʰ a	khoi1253	136	27.334981	92.52994	4194	FALSE	3649	LandB2017
2209	88_here	here	Jerigaon	Jer.	tʰu.rɔˀ	tʰu.rɔˀ	tʰ u + r ɔˀ	jeri1243	136	27.340629	92.486595	4194	FALSE	3650	LandB2017
2210	88_here	here	Khoitam	Kht.	tʰ.ruˀ	tʰ.ruˀ	tʰ + r uˀ	khoi1252	136	27.327487	92.439455	4194	FALSE	3651	LandB2017
2211	88_here	here	Rahung	Rah.	tʰ.ruŋ	tʰ.ruŋ	tʰ + r u ŋ	rahu1234	136	27.310778	92.395028	4194	FALSE	3652	LandB2017
2212	88_here	here	Rupa	Rup.	tʰuˀ.gɔˀ	tʰuˀ.gɔˀ	tʰ uˀ + g ɔˀ	rupa1234	136	27.203065	92.398757	4194	FALSE	3653	LandB2017
2213	88_here	here	Shergaon	She.	tʰɔˀ	tʰɔˀ	tʰ ɔˀ	sher1261	136	27.105018	92.272133	4194	FALSE	3654	LandB2017
2214	88_here	here	BhutanTshangla	Tshangla	tʰa	tʰa	tʰ a	tsha1245	136	27.337241	91.551654	4194	FALSE	3655	LandB2017
2475	90_hightall	high / tall	Duhumbi	Duh.	tʰo+bu	tʰo+bu	tʰ o + b u	chug1252	1265	27.416112	92.212034		FALSE	0	LandB2017
2481	93_horizontal	horizontal	BuluPuroik	BP	a+wiː	a+wiː	a + w iː	bulu1255	2376	27.452241	92.44563		FALSE	0	Lieberherr2017
1656	96_hot	hot	BuluPuroik	BP	a.ʦeʔ	a.ʦeʔ	a + ts e ʔ	bulu1255	1286	27.452241	92.44563	586	FALSE	3881	Lieberherr2017
1657	96_hot	hot	DikhyangBugun	Bugun S-D	ə.tɕʰɛk	ə.tɕʰɛk	ə + tɕʰ ɛ k	dikh1234	1286	27.320666	92.455119	857	FALSE	3882	LandB2017
1658	96_hot	hot	Khispi	Khs.	u.tɕʰik	u.tɕʰik	u + tɕʰ i k	lish1235	1286	27.378042	92.223221	857	FALSE	3883	LandB2017
1659	96_hot	hot	Duhumbi	Duh.	u.tɕʰik	u.tɕʰik	u + tɕʰ i k	chug1252	1286	27.416112	92.212034	857	FALSE	3884	LandB2017
1660	96_hot	hot	Khoina	Khn.	a.tsʰik.dy	a.tsʰik.dy	a + tsʰ i k + d y	khoi1253	1286	27.334981	92.52994	857	FALSE	3885	LandB2017
1661	96_hot	hot	Jerigaon	Jer.	a.tɕʰik	a.tɕʰik	a + tɕʰ i k	jeri1243	1286	27.340629	92.486595	857	FALSE	3886	LandB2017
1662	96_hot	hot	Khoitam	Kht.	a.tɕʰik	a.tɕʰik	a + tɕʰ i k	khoi1252	1286	27.327487	92.439455	857	FALSE	3887	LandB2017
1663	96_hot	hot	Rahung	Rah.	a.tɕʰik	a.tɕʰik	a + tɕʰ i k	rahu1234	1286	27.310778	92.395028	857	FALSE	3888	LandB2017
1664	96_hot	hot	Rupa	Rup.	a.tsʰik	a.tsʰik	a + tsʰ i k	rupa1234	1286	27.203065	92.398757	857	FALSE	3889	LandB2017
1665	96_hot	hot	Shergaon	She.	a.tɕʰik	a.tɕʰik	a + tɕʰ i k	sher1261	1286	27.105018	92.272133	857	FALSE	3890	LandB2017
1666	96_hot	hot	BhutanTshangla	Tshangla	sɔp+pʰu	sɔp+pʰu	s ɔ p + pʰ u	tsha1245	1286	27.337241	91.551654	4420	FALSE	3891	LandB2017
2226	98_hundred	hundred	BuluPuroik	BP	puN.pʰuu	puŋ.pʰuu	p u ŋ + pʰ uː	bulu1255	1634	27.452241	92.44563	859	FALSE	3982	Lieberherr2017
2227	98_hundred	hundred	DikhyangBugun	Bugun S-D	viɛm dʑa	viɛm_dʑa	v iɛ m + dʑ a	dikh1234	1634	27.320666	92.455119	185	FALSE	3983	LandB2017
2228	98_hundred	hundred	Khispi	Khs.	kʰej kʰa	kʰej_kʰa	kʰ e j + kʰ a	lish1235	1634	27.378042	92.223221	483	FALSE	3984	LandB2017
2229	98_hundred	hundred	Duhumbi	Duh.	kʰɛj kʰa	kʰɛj_kʰa	kʰ ɛ j + kʰ a	chug1252	1634	27.416112	92.212034	483	FALSE	3985	LandB2017
2230	98_hundred	hundred	Khoina	Khn.	dʑɑˀ	dʑɑˀ	dʑ ɑˀ	khoi1253	1634	27.334981	92.52994	185	FALSE	3986	LandB2017
2231	98_hundred	hundred	Jerigaon	Jer.	dʑɑˀ han	dʑɑˀ_han	dʑ ɑˀ + h a n	jeri1243	1634	27.340629	92.486595	185	FALSE	3987	LandB2017
2232	98_hundred	hundred	Khoitam	Kht.	kʰa kʰu	kʰa_kʰu	kʰ a + kʰ u	khoi1252	1634	27.327487	92.439455	483	FALSE	3988	LandB2017
2233	98_hundred	hundred	Rahung	Rah.	dʑɔˀ hɛn	dʑɔˀ_hɛn	dʑ ɔˀ + h ɛ n	rahu1234	1634	27.310778	92.395028	185	FALSE	3989	LandB2017
2234	98_hundred	hundred	Rupa	Rup.	ɟɔˀ.ãj	ɟɔˀ.ãj	ɟ ɔˀ + ã j	rupa1234	1634	27.203065	92.398757	185	FALSE	3990	LandB2017
2235	98_hundred	hundred	Shergaon	She.	dʑa han	dʑa_han	dʑ a + h a n	sher1261	1634	27.105018	92.272133	185	FALSE	3991	LandB2017
2236	98_hundred	hundred	BhutanTshangla	Tshangla	kʰai+ŋa	kʰai+ŋa	kʰ a i/j + ŋ a	tsha1245	1634	27.337241	91.551654	483	FALSE	3992	LandB2017
1820	103_inside	inside	BuluPuroik	BP	a.lɨŋ	a.lɨŋ	a + l ɨ ŋ	bulu1255	1606	27.452241	92.44563	10575	FALSE	4163	Lieberherr2017
1821	103_inside	inside	DikhyangBugun	Bugun S-D	p.tɕʰaw	p.tɕʰaw	p + tɕʰ au	dikh1234	1606	27.320666	92.455119	861	FALSE	4164	LandB2017
1822	103_inside	inside	Khispi	Khs.	naŋ	naŋ	n a ŋ	lish1235	1606	27.378042	92.223221	255	FALSE	4165	LandB2017
1823	103_inside	inside	Duhumbi	Duh.	naŋ	naŋ	n a ŋ	chug1252	1606	27.416112	92.212034	255	TRUE	4166	LandB2017
1824	103_inside	inside	Khoina	Khn.	a.lyŋ	a.lyŋ	a + l y ŋ	khoi1253	1606	27.334981	92.52994	10575	FALSE	4167	LandB2017
1825	103_inside	inside	Jerigaon	Jer.	a.lyŋ	a.lyŋ	a + l y ŋ	jeri1243	1606	27.340629	92.486595	10575	FALSE	4168	LandB2017
1826	103_inside	inside	Khoitam	Kht.	a.lyŋ	a.lyŋ	a + l y ŋ	khoi1252	1606	27.327487	92.439455	10575	FALSE	4169	LandB2017
1827	103_inside	inside	Rahung	Rah.	a.lyŋ	a.lyŋ	a + l y ŋ	rahu1234	1606	27.310778	92.395028	10575	FALSE	4170	LandB2017
1828	103_inside	inside	Rupa	Rup.	a.lyŋ	a.lyŋ	a + l y ŋ	rupa1234	1606	27.203065	92.398757	10575	FALSE	4171	LandB2017
1829	103_inside	inside	Shergaon	She.	a.luŋ	a.luŋ	a + l u ŋ	sher1261	1606	27.105018	92.272133	10575	FALSE	4172	LandB2017
1830	103_inside	inside	BhutanTshangla	Tshangla	naŋ	naŋ	n a ŋ	tsha1245	1606	27.337241	91.551654	255	FALSE	4173	LandB2017
2132	107_knife	knife	BuluPuroik	BP	ʧii	ʧii	tʃ iː	bulu1255	1352	27.452241	92.44563	3655	FALSE	4315	Lieberherr2017
2133	107_knife	knife	DikhyangBugun	Bugun S-D	mə.dua	mə.dua	m ə + d u/w a	dikh1234	1352	27.320666	92.455119	588	FALSE	4316	LandB2017
2134	107_knife	knife	Khispi	Khs.	hɔ.da	hɔ.da	h ɔ + d a	lish1235	1352	27.378042	92.223221	590	FALSE	4317	LandB2017
2135	107_knife	knife	Duhumbi	Duh.	hɔt.da	hɔt.da	h ɔ t + d a	chug1252	1352	27.416112	92.212034	590	FALSE	4318	LandB2017
2136	107_knife	knife	Khoina	Khn.	han.du	han.du	h a n + d u	khoi1253	1352	27.334981	92.52994	590	FALSE	4319	LandB2017
2137	107_knife	knife	Jerigaon	Jer.	haŋ.gə.du	haŋ.gə.du	h a ŋ + g ə + d u	jeri1243	1352	27.340629	92.486595	590	FALSE	4320	LandB2017
2138	107_knife	knife	Khoitam	Kht.	han.du	han.du	h a n + d u	khoi1252	1352	27.327487	92.439455	590	FALSE	4321	LandB2017
2139	107_knife	knife	Rahung	Rah.	han.du	han.du	h a n + d u	rahu1234	1352	27.310778	92.395028	590	FALSE	4322	LandB2017
2140	107_knife	knife	Rupa	Rup.	han.du	han.du	h a n + d u	rupa1234	1352	27.203065	92.398757	590	FALSE	4323	LandB2017
2141	107_knife	knife	Shergaon	She.	han.du	han.du	h a n + d u	sher1261	1352	27.105018	92.272133	590	FALSE	4324	LandB2017
2142	107_knife	knife	BhutanTshangla	Tshangla	ʨʰo+waŋ	ʨʰo+waŋ	tɕʰ o + w a ŋ	tsha1245	1352	27.337241	91.551654	4504	FALSE	4325	LandB2017
1012	110_late	late	BuluPuroik	BP	ʧjɛN	tʃjɛn	tʃ j ɛ n	bulu1255	477	27.452241	92.44563	591	FALSE	4442	Lieberherr2017
1013	110_late	late	Khispi	Khs.	jɔt	jɔt	j ɔ t	lish1235	477	27.378042	92.223221	592	FALSE	4443	LandB2017
1014	110_late	late	Duhumbi	Duh.	jɔt	jɔt	j ɔ t	chug1252	477	27.416112	92.212034	592	FALSE	4444	LandB2017
1015	110_late	late	Khoina	Khn.	jɛˀ	jɛˀ	j ɛˀ	khoi1253	477	27.334981	92.52994	592	FALSE	4445	LandB2017
1016	110_late	late	Jerigaon	Jer.	jeˀ	jeˀ	j eˀ	jeri1243	477	27.340629	92.486595	592	FALSE	4446	LandB2017
1017	110_late	late	Khoitam	Kht.	jeˀ	jeˀ	j eˀ	khoi1252	477	27.327487	92.439455	592	FALSE	4447	LandB2017
1018	110_late	late	Rahung	Rah.	jeˀ	jeˀ	j eˀ	rahu1234	477	27.310778	92.395028	592	FALSE	4448	LandB2017
1019	110_late	late	Rupa	Rup.	jeˀ	jeˀ	j eˀ	rupa1234	477	27.203065	92.398757	592	FALSE	4449	LandB2017
1020	110_late	late	Shergaon	She.	jeˀ	jeˀ	j eˀ	sher1261	477	27.105018	92.272133	592	FALSE	4450	LandB2017
1021	110_late	late	BhutanTshangla	Tshangla	pʰit+pa	pʰit+pa	pʰ i t + p a	tsha1245	477	27.337241	91.551654	567	FALSE	4451	LandB2017
2110	114_left	left	BuluPuroik	BP	pa.fii	pa.fii	p a + f iː	bulu1255	244	27.452241	92.44563	422	FALSE	4592	Lieberherr2017
2111	114_left	left	DikhyangBugun	Bugun S-D	pʰa.wik rəj	pʰa.wik_rəj	pʰ a + w i k + r ə j	dikh1234	244	27.320666	92.455119	422	FALSE	4593	LandB2017
2112	114_left	left	Khispi	Khs.	ɲim.lak.pa	ɲim.lak.pa	ɲ i m + l a k + p a	lish1235	244	27.378042	92.223221	253	TRUE	4594	LandB2017
2113	114_left	left	Duhumbi	Duh.	jɔm.lak.pa	jɔm.lak.pa	j ɔ m + l a k + p a	chug1252	244	27.416112	92.212034	200	TRUE	4595	LandB2017
2114	114_left	left	Khoina	Khn.	a.xe	a.xe	a + x e	khoi1253	244	27.334981	92.52994	597	FALSE	4596	LandB2017
2115	114_left	left	Jerigaon	Jer.	a.he	a.he	a + h e	jeri1243	244	27.340629	92.486595	597	FALSE	4597	LandB2017
2116	114_left	left	Khoitam	Kht.	ə.he	ə.he	ə + h e	khoi1252	244	27.327487	92.439455	597	FALSE	4598	LandB2017
2117	114_left	left	Rahung	Rah.	he	he	h e	rahu1234	244	27.310778	92.395028	597	FALSE	4599	LandB2017
2118	114_left	left	Rupa	Rup.	bə.kʰe	bə.kʰe	b ə + kʰ e	rupa1234	244	27.203065	92.398757	597	FALSE	4600	LandB2017
2119	114_left	left	Shergaon	She.	bə.kʰe	bə.kʰe	b ə + kʰ e	sher1261	244	27.105018	92.272133	597	FALSE	4601	LandB2017
2120	114_left	left	BhutanTshangla	Tshangla	mi+ɲɔŋ	mi+ɲɔŋ	m i + ɲ ɔ ŋ	tsha1245	244	27.337241	91.551654	253	FALSE	4602	LandB2017
1842	117_lightofweight	light (of weight)	BuluPuroik	BP	a.tɔɔ	a.tɔɔ	a + t ɔː	bulu1255	1052	27.452241	92.44563	31	FALSE	4693	Lieberherr2017
1843	117_lightofweight	light (of weight)	DikhyangBugun	Bugun S-D	ə.tʰow	ə.tʰow	ə + tʰ ou	dikh1234	1052	27.320666	92.455119	31	FALSE	4694	LandB2017
1844	117_lightofweight	light (of weight)	Khispi	Khs.	jaŋ.kan.ma	jaŋ.kan.ma	j a ŋ + k a n + m a	lish1235	1052	27.378042	92.223221	10542	TRUE	4695	LandB2017
1845	117_lightofweight	light (of weight)	Duhumbi	Duh.	jaŋ.pu	jaŋ.pu	j a ŋ + p u	chug1252	1052	27.416112	92.212034	10542	TRUE	4696	LandB2017
1846	117_lightofweight	light (of weight)	Khoina	Khn.	a.ruŋ.du	a.ruŋ.du	a + r u ŋ + d u	khoi1253	1052	27.334981	92.52994	34	FALSE	4697	LandB2017
1847	117_lightofweight	light (of weight)	Jerigaon	Jer.	a.ruŋ.du	a.ruŋ.du	a + r u ŋ + d u	jeri1243	1052	27.340629	92.486595	34	FALSE	4698	LandB2017
